,osobni automobili,vlakovi,teretna vozila,autobusi,plovila,zrakoplovi,UKUPNO
2016-03-06,28377,9,2233,506,12,24,31161
2016-03-07,22727,13,5240,299,8,23,28310
2016-03-08,21817,13,5518,354,9,21,27732
2016-03-09,23310,12,5673,436,7,23,29461
2016-03-10,25625,14,5735,426,14,23,31837
2016-03-11,33655,10,5011,435,9,24,39144
2016-03-12,30541,11,3071,539,16,19,34197
2016-03-13,28863,7,2382,501,3,24,31780
2016-03-14,23420,11,5395,328,6,31,29191
2016-03-15,22421,16,5425,296,12,24,28194
2016-03-16,24115,13,6080,426,7,24,30665
2016-03-17,26884,12,5837,442,15,28,33218
2016-03-18,40172,14,5354,414,14,32,46000
2016-03-19,45504,11,3108,606,20,28,49277
2016-03-20,36127,9,2642,538,19,35,39370
2016-03-21,28060,11,5586,350,18,27,34052
2016-03-22,28082,18,5891,357,12,25,34385
2016-03-23,31726,16,6090,456,5,31,38324
2016-03-24,47093,14,5352,514,14,34,53021
2016-03-25,65155,10,3809,582,17,33,69606
2016-03-26,38890,10,1478,470,38,30,40916
2016-03-27,34952,10,1248,388,19,39,36656
2016-03-28,44261,9,2948,508,11,35,47772
2016-03-29,33816,16,5976,430,23,42,40303
2016-03-30,27204,17,5766,431,12,37,33467
2016-03-31,29368,14,6474,427,12,34,36329
2016-04-01,39118,12,5122,451,21,40,44764
2016-04-02,39574,9,2871,575,22,61,43112
2016-04-03,34992,10,2168,576,24,48,37818
2016-04-04,26094,14,5874,411,12,38,32443
2016-04-05,23901,13,5766,365,22,41,30108
2016-04-06,24437,12,5705,470,20,37,30681
2016-04-07,27062,15,5569,483,20,42,33191
2016-04-08,37587,14,5356,444,13,35,43449
2016-04-09,33951,11,3081,572,16,54,37685
2016-04-10,32566,8,2486,542,31,50,35683
2016-04-11,25447,15,5962,458,18,49,31949
2016-04-12,25390,15,6653,366,25,42,32491
2016-04-13,25461,12,6315,425,19,43,32275
2016-04-14,27645,14,5807,475,15,41,33997
2016-04-15,40994,16,5557,528,34,46,47175
2016-04-16,40195,10,3331,515,22,67,44140
2016-04-17,34776,11,2609,587,20,64,38067
2016-04-18,26188,14,5645,424,28,41,32340
2016-04-19,2579,3,594,8,5,0,3189
2016-04-20,26090,15,5177,432,16,22,31752
2016-04-21,28457,12,5582,466,30,55,34602
2016-04-22,42983,9,4768,609,34,47,48450
2016-04-23,38427,9,2628,757,43,52,41916
2016-04-24,34052,12,2403,633,25,59,37184
2016-04-25,32059,13,6321,541,24,48,39006
2016-04-26,35003,10,6417,490,17,47,41984
2016-04-27,40627,13,4621,538,26,44,45869
2016-04-28,43698,14,6102,656,32,56,50558
2016-04-29,63641,13,4549,659,44,60,68966
2016-04-30,57864,9,2517,774,55,87,61306
2016-05-01,35986,11,1399,651,70,84,38201
2016-05-02,42976,12,3470,540,27,56,47081
2016-05-03,35723,14,5233,517,33,74,41594
2016-05-04,40781,11,4901,701,35,69,46498
2016-05-05,49577,15,5615,701,51,111,56070
2016-05-06,45510,15,4924,543,73,98,51163
2016-05-07,48260,12,2880,640,76,130,51998
2016-05-08,49835,8,2434,770,50,108,53205
2016-05-09,30732,13,6215,500,41,61,37562
2016-05-10,28054,14,6164,455,28,67,34782
2016-05-11,28630,15,6597,541,22,71,35876
2016-05-12,32352,17,5649,565,26,84,38693
2016-05-13,52276,14,5823,649,32,67,58861
2016-05-14,52526,9,3176,749,52,126,56638
2016-05-15,42704,11,2383,636,57,108,45899
2016-05-16,39040,13,4949,618,71,81,44772
2016-05-17,30763,16,6040,564,44,78,37505
2016-05-18,31492,14,6574,652,54,89,38875
2016-05-19,33446,14,5838,571,30,80,39979
2016-05-20,50813,15,5339,734,91,76,57068
2016-05-21,51832,11,3335,837,99,175,56289
2016-05-22,47519,14,2551,1501,66,111,51762
2016-05-23,32144,15,6226,509,40,74,39008
2016-05-24,30120,14,5907,499,46,83,36669
2016-05-25,49474,15,6313,673,71,110,56656
2016-05-26,58120,16,4779,830,115,161,64021
2016-05-27,53559,16,5344,636,87,96,59738
2016-05-28,55853,9,2767,813,109,174,59725
2016-05-29,50462,13,2469,844,48,130,53966
2016-05-30,33930,18,5935,611,42,82,40618
2016-05-31,31298,17,6114,528,62,99,38118
2016-06-01,37842,14,6373,591,66,94,44980
2016-06-02,44043,16,5408,666,182,104,50419
2016-06-03,51600,17,5310,690,129,82,57828
2016-06-04,51329,11,3198,917,71,175,55701
2016-06-05,44553,10,2392,802,66,120,47943
2016-06-06,35073,17,5778,598,57,78,41601
2016-06-07,31366,16,5929,442,87,91,37931
2016-06-08,33514,15,6582,531,74,109,40825
2016-06-09,35762,17,5764,591,30,117,42281
2016-06-10,50680,15,5827,667,80,56,57325
2016-06-11,54018,11,3200,949,50,167,58395
2016-06-12,43431,14,2548,662,60,120,46835
2016-06-13,36407,11,5806,508,80,74,42886
2016-06-14,32409,15,6233,518,67,103,39345
2016-06-15,36135,14,6177,547,52,119,43044
2016-06-16,43346,17,6666,608,31,110,50778
2016-06-17,62175,13,5314,703,51,96,68352
2016-06-18,70999,12,2825,1134,207,206,75383
2016-06-19,54588,13,2592,810,79,132,58214
2016-06-20,42177,13,5735,585,83,95,48688
2016-06-21,35560,12,5619,600,133,114,42038
2016-06-22,39848,16,5240,649,88,127,45968
2016-06-23,47366,15,6418,681,128,146,54754
2016-06-24,70465,15,5896,696,167,101,77340
2016-06-25,82587,13,2068,1282,260,215,86425
2016-06-26,63491,13,2558,959,126,142,67289
2016-06-27,46595,18,6059,613,76,113,53474
2016-06-28,41131,18,6606,605,119,105,48584
2016-06-29,43018,13,6479,723,114,147,50494
2016-06-30,53270,18,6374,725,149,159,60695
2016-07-01,80423,17,5580,839,243,147,87249
2016-07-02,100213,13,2967,1299,300,191,104983
2016-07-03,71859,13,2630,986,96,167,75751
2016-07-04,56265,15,6011,641,163,148,63243
2016-07-05,48326,16,5714,680,182,143,55061
2016-07-06,51008,17,6223,703,134,160,58245
2016-07-07,57234,18,6176,685,141,161,64415
2016-07-08,84347,18,5778,762,215,104,91224
2016-07-09,110501,12,3026,1488,375,249,115651
2016-07-10,92240,12,2634,988,223,132,96229
2016-07-11,67553,14,5786,627,171,132,74283
2016-07-12,50770,22,5306,598,121,148,56965
2016-07-13,53389,18,6619,804,87,172,61089
2016-07-14,65078,19,5956,743,75,169,72040
2016-07-15,87391,17,5259,737,57,130,93591
2016-07-16,115160,13,2520,1152,272,249,119366
2016-07-17,84670,14,2950,1060,273,182,89149
2016-07-18,73590,16,6153,516,332,73,80680
2016-07-19,59832,16,6215,579,183,158,66983
2016-07-20,63005,20,6368,739,157,110,70399
2016-07-21,71510,16,6468,742,165,176,79077
2016-07-22,98682,16,5365,779,218,118,105178
2016-07-23,127464,13,2283,1206,320,239,131525
2016-07-24,95129,14,2621,960,241,158,99123
2016-07-25,79043,18,6148,745,199,144,86297
2016-07-26,61316,19,6152,566,164,161,68378
2016-07-27,60253,18,5714,749,141,169,67044
2016-07-28,72724,18,5922,831,172,172,79839
2016-07-29,108939,18,4811,709,314,147,114938
2016-07-30,146788,12,2598,1231,465,198,151292
2016-07-31,113387,13,2529,869,384,180,117362
2016-08-01,99455,19,5456,766,172,144,106012
2016-08-02,68344,17,5652,649,221,130,75013
2016-08-03,70860,17,5522,658,293,182,77532
2016-08-04,79459,15,5283,675,330,169,85931
2016-08-05,109891,17,4171,758,244,148,115229
2016-08-06,139291,10,2759,1258,225,249,143792
2016-08-07,112821,15,2669,886,206,204,116801
2016-08-08,87597,17,5852,528,525,155,94674
2016-08-09,70624,20,5024,627,429,160,76884
2016-08-10,75142,15,6075,872,195,178,82477
2016-08-11,93805,19,5286,656,123,170,100059
2016-08-12,110861,17,4475,747,208,145,116453
2016-08-13,140406,15,1888,1042,408,276,144035
2016-08-14,107897,14,1211,1036,334,176,110668
2016-08-15,95521,14,2443,565,219,136,98898
2016-08-16,77305,16,5833,661,200,153,84168
2016-08-17,67670,18,5346,735,133,162,74064
2016-08-18,78961,20,5048,765,108,164,85066
2016-08-19,90736,20,4613,963,133,141,96606
2016-08-20,124243,13,2372,1649,172,250,128699
2016-08-21,98635,15,1833,1075,141,191,101890
2016-08-22,78889,16,5412,820,114,127,85378
2016-08-23,64474,17,5258,709,108,141,70707
2016-08-24,64775,19,5493,781,85,163,71316
2016-08-25,75664,18,5762,744,116,124,82428
2016-08-26,93608,17,5084,901,137,147,99894
2016-08-27,108092,12,2742,1275,182,238,112541
2016-08-28,89612,12,2035,933,125,164,92881
2016-08-29,67010,17,5629,678,94,117,73545
2016-08-30,58385,17,5977,638,74,141,65232
2016-08-31,55524,17,5375,747,65,164,61892
2016-09-01,62199,19,5714,682,94,152,68860
2016-09-02,77759,21,5604,706,104,109,84303
2016-09-03,90839,14,3103,1283,144,224,95607
2016-09-04,76118,14,2312,872,94,153,79563
2016-09-05,54492,14,5204,637,56,97,60500
2016-09-06,45048,19,5705,597,53,112,51534
2016-09-07,48526,18,5839,664,35,127,55209
2016-09-08,49687,21,5648,625,78,139,56198
2016-09-09,70587,14,5321,780,98,104,76904
2016-09-10,76526,15,3312,1302,126,217,81498
2016-09-11,61520,14,2444,884,97,158,65117
2016-09-12,49213,16,5680,561,65,127,55662
2016-09-13,42374,15,6147,552,60,101,49249
2016-09-14,44198,16,6122,655,41,91,51123
2016-09-15,44224,17,6557,716,53,119,51686
2016-09-16,57576,15,5269,771,46,108,63785
2016-09-17,55619,10,3079,1028,30,184,59950
2016-09-18,50187,13,2519,922,44,140,53825
2016-09-19,41465,16,5461,633,37,95,47707
2016-09-20,35234,18,6330,604,57,92,42335
2016-09-21,36875,16,6482,656,41,98,44168
2016-09-22,40610,18,6214,708,58,156,47764
2016-09-23,48317,13,4973,704,67,94,54168
2016-09-24,59283,15,4317,1078,74,187,64954
2016-09-25,48116,12,2159,891,56,96,51330
2016-09-26,33964,14,6372,580,42,91,41063
2016-09-27,34722,17,6790,606,40,93,42268
2016-09-28,34723,17,6375,687,43,104,41949
2016-09-29,38073,15,6348,655,43,117,45251
2016-09-30,52925,16,6235,699,41,90,60006
2016-10-01,49899,11,6645,925,45,108,57633
2016-10-02,40138,11,2385,728,45,112,43419
2016-10-03,35852,13,6091,621,37,81,42695
2016-10-04,28532,14,6376,579,28,71,35600
2016-10-05,30958,15,6388,660,24,77,38122
2016-10-06,31879,18,6173,611,40,80,38801
2016-10-07,43057,15,5348,668,29,69,49186
2016-10-08,41642,12,3084,880,25,129,45772
2016-10-09,37496,11,2768,766,46,98,41185
2016-10-10,27345,10,6201,439,29,72,34096
2016-10-11,26523,13,5920,499,29,65,33049
2016-10-12,27450,13,6444,539,25,67,34538
2016-10-13,31918,12,6932,608,26,85,39581
2016-10-14,38589,15,5525,566,24,56,44775
2016-10-15,38355,10,3432,766,17,98,42678
2016-10-16,37400,11,3076,764,20,85,41356
2016-10-17,27992,15,5826,500,34,69,34436
2016-10-18,25007,18,6299,458,18,60,31860
2016-10-19,27505,14,6085,542,22,59,34227
2016-10-20,29610,16,6039,584,21,76,36346
2016-10-21,40622,13,5776,618,24,42,47095
2016-10-22,38835,14,3196,733,20,101,42899
2016-10-23,34319,10,2617,715,20,64,37745
2016-10-24,26357,18,6504,454,16,60,33409
2016-10-25,26029,14,5944,355,14,41,32397
2016-10-26,30513,16,5717,528,20,42,36836
2016-10-27,31159,14,6181,496,12,42,37904
2016-10-28,56336,11,6602,553,17,50,63569
2016-10-29,58289,9,3558,717,55,77,62705
2016-10-30,43219,13,2413,529,28,16,46218
2016-10-31,40555,13,3183,363,12,36,44162
2016-11-01,44167,14,3281,447,19,19,47947
2016-11-02,32527,15,7448,503,16,19,40528
2016-11-03,28878,19,6062,412,24,10,35405
2016-11-04,35602,16,5756,497,20,26,41917
2016-11-05,32949,14,3819,502,8,11,37303
2016-11-06,29441,12,2618,545,14,10,32640
2016-11-07,24093,17,5606,306,18,14,30054
2016-11-08,23492,17,5946,350,15,13,29833
2016-11-09,25607,17,5960,487,11,9,32091
2016-11-10,27307,15,5934,455,11,8,33730
2016-11-11,34241,16,4640,465,14,3,39379
2016-11-12,29343,14,2738,645,6,20,32766
2016-11-13,29069,13,2461,532,6,27,32108
2016-11-14,23547,491,5934,306,17,7,30302
2016-11-15,22827,18,6030,304,15,25,29219
2016-11-16,23945,15,6601,432,18,23,31034
2016-11-17,26268,17,5862,434,16,26,32623
2016-11-18,33829,13,4868,424,14,2,39150
2016-11-19,28690,11,3280,468,7,12,32468
2016-11-20,28107,12,2803,427,7,21,31377
2016-11-21,25543,16,5905,343,6,19,31832
2016-11-22,22346,17,7846,319,8,25,30561
2016-11-23,25287,16,6781,508,15,21,32628
2016-11-24,26010,17,5929,464,18,20,32458
2016-11-25,35488,16,5398,470,5,23,41400
2016-11-26,30461,9,3255,499,12,14,34250
2016-11-27,28813,12,2520,521,10,25,31901
2016-11-28,23193,15,5549,336,8,23,29124
2016-11-29,21384,18,6245,335,5,20,28007
2016-11-30,21937,14,6425,421,15,22,28834
2016-12-01,24599,17,6206,384,16,23,31245
2016-12-02,30881,13,5007,424,9,23,36357
2016-12-03,28988,13,2737,585,5,16,32344
2016-12-04,26417,12,2767,512,9,23,29740
2016-12-05,22666,16,5620,302,9,19,28632
2016-12-06,25714,15,5848,309,9,26,31921
2016-12-07,26978,15,6087,410,8,22,33520
2016-12-08,29428,19,5866,399,17,23,35752
2016-12-09,32942,14,5131,407,15,21,38530
2016-12-10,29601,8,3205,666,8,16,33504
2016-12-11,30462,10,2669,533,9,23,33706
2016-12-12,23230,13,6301,343,13,20,29920
2016-12-13,22017,12,6345,304,11,22,28711
2016-12-14,24044,13,6487,394,6,19,30963
2016-12-15,25345,11,6435,413,15,25,32244
2016-12-16,34458,14,5524,446,11,21,40474
2016-12-17,36024,9,3015,828,8,33,39917
2016-12-18,29903,8,3155,557,3,24,33650
2016-12-19,25684,13,5497,322,4,22,31542
2016-12-20,27365,12,6496,380,14,24,34291
2016-12-21,31960,16,6003,457,13,22,38471
2016-12-22,43408,12,5017,536,16,27,49016
2016-12-23,64937,13,4420,545,12,22,69949
2016-12-24,53036,11,2018,923,9,16,56013
2016-12-25,27587,9,571,365,1,7,28540
2016-12-26,33678,9,2399,387,11,16,36500
2016-12-27,33609,16,3608,337,10,4,37584
2016-12-28,33995,16,3820,554,9,14,38408
2016-12-29,37236,20,3491,686,14,26,41473
2016-12-30,46591,16,2011,675,1,23,49317
2016-12-31,29186,11,729,380,14,13,30333
2017-01-01,27087,14,625,429,7,17,28179
2017-01-02,38666,11,2337,442,17,24,41497
2017-01-03,29853,13,2702,406,1,23,32998
2017-01-04,30781,15,3200,497,8,20,34521
2017-01-05,34813,15,3472,443,9,16,38768
2017-01-06,34576,14,1276,347,2,17,36232
2017-01-07,36733,8,1411,917,7,9,39085
2017-01-08,39855,10,1846,627,4,19,42361
2017-01-09,29805,17,3410,420,5,24,33681
2017-01-10,24419,15,4158,324,4,24,28944
2017-01-11,21807,11,4330,371,11,22,26552
2017-01-12,23698,17,4465,397,14,18,28609
2017-01-13,25067,14,3844,340,3,16,29284
2017-01-14,27374,12,2715,461,7,10,30579
2017-01-15,24471,6,2400,466,3,22,27368
2017-01-16,20417,17,4792,302,7,19,25554
2017-01-17,17698,12,3940,329,1,21,22001
2017-01-18,18166,15,4431,338,4,18,22972
2017-01-19,21671,12,4277,377,7,23,26367
2017-01-20,27074,12,4598,329,13,25,32051
2017-01-21,26219,11,2701,425,14,11,29381
2017-01-22,25795,11,2514,406,6,25,28757
2017-01-23,20873,9,4917,264,8,24,26095
2017-01-24,19518,13,5394,312,3,20,25260
2017-01-25,20895,14,5767,392,11,21,27100
2017-01-26,21760,14,5224,367,6,21,27392
2017-01-27,28914,12,4960,356,15,18,34275
2017-01-28,25748,7,2755,462,16,11,28999
2017-01-29,24434,8,2802,428,9,21,27702
2017-01-30,20366,12,4925,258,2,15,25578
2017-01-31,20685,13,5479,326,8,21,26532
2017-02-01,19264,13,5518,422,8,20,25245
2017-02-02,22486,13,5548,364,13,19,28443
2017-02-03,30474,13,4661,321,10,15,35494
2017-02-04,26881,8,2776,417,5,11,30098
2017-02-05,25413,10,2573,384,11,20,28411
2017-02-06,21678,14,5212,248,3,16,27171
2017-02-07,21778,12,5519,296,7,22,27634
2017-02-08,23619,12,4700,365,6,17,28719
2017-02-09,24080,13,6067,380,14,17,30571
2017-02-10,31619,13,5349,376,4,20,37381
2017-02-11,29299,10,2820,435,13,12,32589
2017-02-12,28422,8,3059,458,5,22,31974
2017-02-13,24154,14,5354,290,14,21,29847
2017-02-14,24053,13,5690,331,7,20,30114
2017-02-15,25846,10,5784,387,10,22,32059
2017-02-16,25874,12,5167,378,7,19,31457
2017-02-17,35909,13,4991,396,5,20,41334
2017-02-18,32364,10,3085,480,11,22,35972
2017-02-19,32726,10,2579,456,3,23,35797
2017-02-20,24563,11,5439,274,9,20,30316
2017-02-21,23422,14,5870,321,7,21,29655
2017-02-22,24287,11,6464,419,5,20,31206
2017-02-23,26540,14,6485,399,14,24,33476
2017-02-24,34525,11,5382,351,8,18,40295
2017-02-25,32387,9,3056,461,13,16,35942
2017-02-26,33118,8,2836,525,9,28,36524
2017-02-27,25928,9,6150,324,13,24,32448
2017-02-28,23422,9,6080,307,14,22,29854
2017-03-01,26270,13,6402,428,10,21,33144
2017-03-02,26763,12,6145,418,5,26,33369
2017-03-03,35857,10,5215,410,14,27,41533
2017-03-04,32276,7,3052,449,10,16,35810
2017-03-05,30044,10,2471,513,9,22,33069
2017-03-06,23845,11,5705,303,13,23,29900
2017-03-07,22760,11,6267,330,10,21,29399
2017-03-08,24314,11,6275,432,9,25,31066
2017-03-09,26039,9,6041,456,11,20,32576
2017-03-10,36461,12,5493,447,15,24,42452
2017-03-11,33214,10,3294,501,11,21,37051
2017-03-12,33724,6,2641,581,5,27,36984
2017-03-13,24388,13,5914,380,16,23,30734
2017-03-14,23378,11,6403,365,10,23,30190
2017-03-15,25273,11,5852,383,14,20,31553
2017-03-16,26923,12,6061,479,13,24,33512
2017-03-17,38691,13,6113,469,18,23,45327
2017-03-18,34822,10,3245,522,13,20,38632
2017-03-19,34376,11,2683,538,13,27,37648
2017-03-20,25261,15,6208,364,9,24,31881
2017-03-21,23814,13,6726,350,8,25,30936
2017-03-22,24811,12,6586,458,12,20,31899
2017-03-23,27855,12,6593,470,12,35,34977
2017-03-24,36183,12,5735,460,19,26,42435
2017-03-25,35599,7,3338,539,21,20,39524
2017-03-26,31039,8,2692,543,5,10,34297
2017-03-27,25257,13,6019,361,8,54,31712
2017-03-28,23702,12,6585,363,11,44,30717
2017-03-29,25300,12,6874,467,19,20,32692
2017-03-30,29102,12,6518,504,17,20,36173
2017-03-31,39382,14,6334,440,33,19,46222
2017-04-01,39996,11,3776,646,27,54,44510
2017-04-02,34995,12,2857,589,21,12,38486
2017-04-03,26580,13,6392,496,19,15,33515
2017-04-04,25099,14,7099,367,23,21,32623
2017-04-05,26337,11,6928,508,28,45,33857
2017-04-06,30384,14,6915,539,21,52,37925
2017-04-07,45649,12,5263,668,29,49,51670
2017-04-08,51710,10,3700,771,32,86,56309
2017-04-09,38784,9,3036,760,34,63,42686
2017-04-10,30606,12,6060,546,33,56,37313
2017-04-11,29898,13,7296,481,34,45,37767
2017-04-12,37741,13,6956,622,26,62,45420
2017-04-13,54240,10,6360,667,41,68,61386
2017-04-14,73586,11,3125,810,37,59,77628
2017-04-15,39692,10,1824,525,54,77,42182
2017-04-16,35565,9,694,502,46,42,36858
2017-04-17,48689,7,3022,674,24,32,52448
2017-04-18,38714,14,6018,623,25,68,45462
2017-04-19,30762,15,7146,569,21,65,38578
2017-04-20,31441,12,6630,615,20,32,38750
2017-04-21,45474,14,6280,624,35,22,52449
2017-04-22,50925,10,3434,983,95,97,55544
2017-04-23,37582,12,3048,860,61,49,41612
2017-04-24,31398,12,6659,612,37,56,38774
2017-04-25,31369,13,6689,597,30,64,38762
2017-04-26,40068,16,7220,684,15,63,48066
2017-04-27,45970,12,5697,669,15,69,52432
2017-04-28,63685,13,5854,836,37,41,70466
2017-04-29,73063,8,2585,1235,102,119,77112
2017-04-30,49342,13,1259,857,142,105,51718
2017-05-01,42633,13,2406,805,59,52,45968
2017-05-02,41207,11,4176,684,34,63,46175
2017-05-03,33690,14,6274,770,42,82,40872
2017-05-04,33561,14,5439,710,32,36,39792
2017-05-05,40942,13,4999,699,43,28,46724
2017-05-06,42675,13,2948,795,35,119,46585
2017-05-07,36038,9,2686,789,32,75,39629
2017-05-08,31378,12,5579,564,26,36,37595
2017-05-09,28331,11,6957,561,33,41,35934
2017-05-10,29742,13,6683,598,46,66,37148
2017-05-11,31105,11,5970,687,34,71,37878
2017-05-12,41260,9,5675,646,40,22,47652
2017-05-13,40064,11,3130,799,50,89,44143
2017-05-14,37668,13,3051,723,60,109,41624
2017-05-15,30187,15,6691,690,34,47,37664
2017-05-16,29150,13,6880,645,50,51,36789
2017-05-17,29730,10,6914,710,35,40,37439
2017-05-18,34057,17,5705,713,54,107,40653
2017-05-19,49122,14,5035,758,58,69,55056
2017-05-20,45221,14,2823,915,38,160,49171
2017-05-21,42350,11,2775,928,68,62,46194
2017-05-22,31954,16,5667,618,56,59,38370
2017-05-23,31766,13,6679,672,38,85,39253
2017-05-24,46245,13,6593,896,55,55,53857
2017-05-25,58890,12,6183,838,68,102,66093
2017-05-26,55199,15,5358,691,86,88,61437
2017-05-27,49654,9,2354,1006,100,187,53310
2017-05-28,50763,10,2657,982,59,134,54605
2017-05-29,33313,15,6673,705,58,49,40813
2017-05-30,30938,16,6104,614,60,66,37798
2017-05-31,35841,14,6788,812,81,93,43629
2017-06-01,51324,14,5498,770,198,95,57899
2017-06-02,76035,15,4700,912,570,105,82337
2017-06-03,77900,13,2672,957,131,153,81826
2017-06-04,55670,10,2409,866,88,119,59162
2017-06-05,47139,13,5799,682,61,80,53774
2017-06-06,35211,14,7297,653,47,109,43331
2017-06-07,35589,14,7247,666,60,105,43681
2017-06-08,39670,16,6258,650,83,54,46731
2017-06-09,58349,13,5285,739,127,80,64593
2017-06-10,67510,9,3589,1113,132,220,72573
2017-06-11,54183,13,2924,785,127,94,58126
2017-06-12,41054,12,6426,612,65,76,48245
2017-06-13,35844,15,6435,634,79,75,43082
2017-06-14,51983,13,6631,763,73,116,59579
2017-06-15,64780,14,5050,867,118,143,70972
2017-06-16,64749,15,5816,756,146,63,71545
2017-06-17,64559,13,2480,1018,99,129,68298
2017-06-18,63558,10,2707,908,91,154,67428
2017-06-19,45848,15,7029,663,90,92,53737
2017-06-20,41231,15,6487,687,87,128,48635
2017-06-21,40506,14,6637,769,94,122,48142
2017-06-22,46748,10,5396,773,119,138,53184
2017-06-23,75321,16,4784,837,133,103,81194
2017-06-24,88859,9,2377,1496,209,210,93160
2017-06-25,66950,12,2677,955,79,155,70828
2017-06-26,59291,16,6409,746,127,95,66684
2017-06-27,44310,21,6853,735,88,140,52147
2017-06-28,46013,17,7015,879,46,101,54071
2017-06-29,51496,16,6610,771,46,152,59091
2017-06-30,73426,14,5783,795,84,157,80259
2017-07-01,102822,14,2958,1324,186,180,107484
2017-07-02,77123,14,2739,1126,168,112,81282
2017-07-03,63990,14,7159,684,170,126,72143
2017-07-04,50598,14,6462,651,145,155,58025
2017-07-05,56737,17,6955,872,170,103,64854
2017-07-06,56474,14,6226,735,224,101,63774
2017-07-07,84260,16,5347,791,230,141,90785
2017-07-08,103963,12,2603,1475,269,253,108575
2017-07-09,84809,13,2890,1014,214,144,89084
2017-07-10,73438,17,6344,732,135,122,80788
2017-07-11,56640,14,7152,692,121,153,64772
2017-07-12,58185,15,6745,789,117,171,66022
2017-07-13,63414,16,6066,923,139,119,70677
2017-07-14,94425,14,5418,824,103,149,100933
2017-07-15,126551,12,2961,1065,225,168,130982
2017-07-16,98819,11,3110,1016,130,193,103279
2017-07-17,79742,19,6600,709,177,124,87371
2017-07-18,62439,14,6380,711,207,174,69925
2017-07-19,64370,17,7094,912,194,178,72765
2017-07-20,73716,16,6374,905,158,161,81330
2017-07-21,101690,17,5182,813,206,123,108031
2017-07-22,133845,8,3009,1256,281,184,138583
2017-07-23,104073,11,2824,996,211,198,108313
2017-07-24,80429,18,6359,866,111,172,87955
2017-07-25,64797,14,6059,599,121,121,71711
2017-07-26,70623,16,6486,837,112,161,78235
2017-07-27,76232,15,6371,804,167,177,83766
2017-07-28,106718,16,5923,934,258,171,114020
2017-07-29,140269,13,2945,1236,317,201,144981
2017-07-30,101911,15,2884,1050,300,198,106358
2017-07-31,91189,15,6050,779,248,155,98436
2017-08-01,78534,18,7092,755,204,179,86782
2017-08-02,72710,14,6472,733,188,195,80312
2017-08-03,80214,14,6297,748,201,116,87590
2017-08-04,110535,16,5438,1226,245,167,117627
2017-08-05,138264,12,2555,1345,628,201,143005
2017-08-06,109289,14,2561,1091,394,128,113477
2017-08-07,95907,15,11840,793,143,143,108841
2017-08-08,72400,15,5920,648,264,175,79422
2017-08-09,83820,16,6885,806,175,110,91812
2017-08-10,83922,15,5365,796,162,116,90376
2017-08-11,110230,17,4235,745,136,128,115491
2017-08-12,142437,14,2119,1218,194,262,146244
2017-08-13,107114,14,2259,1036,304,210,110937
2017-08-14,101699,18,4256,775,163,109,107020
2017-08-15,82880,11,3627,713,214,177,87622
2017-08-16,75994,18,5949,764,147,178,83050
2017-08-17,76348,18,5612,748,118,168,83012
2017-08-18,101381,16,5143,759,113,111,107523
2017-08-19,117471,11,2329,1137,108,246,121302
2017-08-20,97517,16,2415,938,75,175,101136
2017-08-21,83228,16,5860,804,146,127,90181
2017-08-22,64765,13,6754,669,101,141,72443
2017-08-23,64047,14,5828,764,131,167,70951
2017-08-24,72241,16,5979,748,102,166,79252
2017-08-25,93393,17,5769,906,126,151,100362
2017-08-26,114356,13,2925,1290,106,222,118912
2017-08-27,89068,13,2754,955,120,169,93079
2017-08-28,69311,15,6537,688,71,113,76735
2017-08-29,57097,16,6968,662,58,167,64968
2017-08-30,59545,18,7261,790,78,177,67869
2017-08-31,66042,16,5749,731,58,146,72742
2017-09-01,75734,19,5825,793,36,100,82507
2017-09-02,86392,19,3066,1103,48,228,90856
2017-09-03,79230,14,2670,1069,72,170,83225
2017-09-04,59761,20,6011,690,86,97,66665
2017-09-05,47305,17,6866,719,52,94,55053
2017-09-06,46389,17,6610,656,51,113,53836
2017-09-07,51046,16,6282,718,43,134,58239
2017-09-08,68194,21,5508,820,44,84,74671
2017-09-09,70584,14,2272,1065,47,141,74123
2017-09-10,59805,14,2881,951,26,132,63809
2017-09-11,46270,15,6237,634,34,68,53258
2017-09-12,39166,16,6368,666,27,99,46342
2017-09-13,35625,16,6400,670,55,76,42842
2017-09-14,41005,19,6459,656,44,122,48305
2017-09-15,55712,16,5246,850,41,74,61939
2017-09-16,57069,11,3287,1101,48,185,61701
2017-09-17,50064,28,2977,936,37,82,54124
2017-09-18,39560,15,6261,609,46,82,46573
2017-09-19,34362,13,6651,626,28,102,41782
2017-09-20,35635,14,6456,744,39,95,42983
2017-09-21,40636,14,6271,819,49,107,47896
2017-09-22,53840,17,5690,814,47,91,60499
2017-09-23,49628,12,3328,960,75,136,54139
2017-09-24,43221,13,2719,928,34,114,47029
2017-09-25,34169,16,6318,666,36,61,41266
2017-09-26,31775,15,6914,582,35,68,39389
2017-09-27,33780,17,6998,660,41,94,41590
2017-09-28,36899,16,6604,709,35,108,44371
2017-09-29,56131,17,6684,839,27,74,63772
2017-09-30,52267,12,3510,1057,48,140,57034
2017-10-01,46233,11,3205,895,33,135,50512
2017-10-02,33563,13,6352,600,36,60,40624
2017-10-03,30960,14,6985,695,18,85,38757
2017-10-04,29709,14,6466,728,30,46,36993
2017-10-05,33038,12,6921,671,23,52,40717
