,osobni automobili,vlakovi,teretna vozila,autobusi,plovila,zrakoplovi,UKUPNO
2017-10-22,23692,21,534,399,2,12,24660
2017-10-23,22678,27,2135,303,4,9,25156
2017-10-24,21173,27,2365,240,5,7,23817
2017-10-25,22469,33,2846,241,14,9,25612
2017-10-26,23273,25,2871,279,6,9,26463
2017-10-27,24987,25,3377,272,9,12,28682
2017-10-28,28206,22,1684,315,4,8,30239
2017-10-29,26630,18,490,301,4,7,27450
2017-10-30,23410,24,2289,233,3,7,25966
2017-10-31,25273,24,2317,220,3,6,27843
2017-11-01,28852,18,798,167,7,7,29849
2017-11-02,25719,26,2430,203,4,7,28389
2017-11-03,25736,24,3283,203,8,7,29261
2017-11-04,26281,22,1752,251,6,4,28316
2017-11-05,22762,22,429,260,2,7,23482
2017-11-06,20574,23,2293,212,2,7,23111
2017-11-07,21726,23,2978,211,2,6,24946
2017-11-08,21981,23,2639,161,7,6,24817
2017-11-09,21735,24,2785,161,4,6,24715
2017-11-10,24114,19,2966,214,5,7,27325
2017-11-11,26551,17,1855,201,9,3,28636
2017-11-12,21950,13,512,196,5,9,22685
2017-11-13,20877,24,2003,191,2,7,23104
2017-11-14,21343,22,2612,159,2,8,24146
2017-11-15,21596,25,2852,186,4,8,24671
2017-11-16,23477,27,2907,176,2,7,26596
2017-11-17,22817,22,3026,216,5,7,26093
2017-11-18,24250,28,1542,199,5,4,26028
2017-11-19,22357,16,591,273,3,7,23247
2017-11-20,21439,27,2426,186,2,7,24087
2017-11-21,20126,24,2405,132,2,6,22695
2017-11-22,21140,26,3016,162,3,6,24353
2017-11-23,22809,25,3159,151,6,8,26158
2017-11-24,24569,29,3026,203,4,10,27841
2017-11-25,22746,27,1690,234,2,3,24702
2017-11-26,20592,20,483,221,1,6,21323
2017-11-27,21670,24,2860,192,3,8,24757
2017-11-28,20878,27,3021,159,3,6,24094
2017-11-29,19769,26,3197,149,5,7,23153
2017-11-30,20969,30,2907,155,2,7,24070
2017-12-01,24057,23,3150,192,5,7,27434
2017-12-02,23232,20,1611,289,3,3,25158
2017-12-03,18720,20,461,275,4,7,19487
2017-12-04,21004,23,2179,158,2,8,23374
2017-12-05,20917,24,3068,150,4,8,24171
2017-12-06,20467,25,2565,144,4,5,23210
2017-12-07,22148,21,3208,158,2,6,25543
2017-12-08,24774,25,2383,196,3,7,27388
2017-12-09,20230,20,1395,339,4,3,21991
2017-12-10,18558,12,475,351,3,8,19407
2017-12-11,21452,21,2448,164,4,5,24094
2017-12-12,21280,24,2827,162,4,5,24302
2017-12-13,21810,28,2876,181,6,6,24907
2017-12-14,21574,23,3022,188,4,7,24818
2017-12-15,23788,25,3343,180,6,6,27348
2017-12-16,25445,17,1689,385,6,3,27545
2017-12-17,20994,13,491,351,4,6,21859
2017-12-18,22338,18,2612,177,4,9,25158
2017-12-19,23714,29,2987,150,5,6,26891
2017-12-20,24580,26,2902,161,8,7,27684
2017-12-21,27160,25,3094,183,4,8,30474
2017-12-22,27118,25,2603,180,4,8,29938
2017-12-23,29870,21,1263,245,3,3,31405
2017-12-24,17716,12,332,125,1,5,18191
2017-12-25,14784,13,192,75,0,0,15064
2017-12-26,23877,16,385,140,2,6,24426
2017-12-27,24887,22,1354,125,3,6,26397
2017-12-28,24928,27,1815,157,3,8,26938
2017-12-29,25181,21,1907,185,5,7,27306
2017-12-30,25434,16,812,207,4,4,26477
2017-12-31,15381,13,238,101,1,4,15738
2018-01-01,16679,15,209,205,0,6,17114
2018-01-02,22046,23,830,212,1,5,23117
2018-01-03,23446,27,1588,174,2,7,25244
2018-01-04,23258,26,1657,160,2,7,25110
2018-01-05,23652,18,1765,144,2,8,25589
2018-01-06,21136,22,763,182,2,3,22108
2018-01-07,21156,23,390,170,1,7,21747
2018-01-08,21100,21,2034,167,0,7,23329
2018-01-09,20424,27,2064,118,0,7,22640
2018-01-10,22358,27,2224,135,1,6,24751
2018-01-11,22605,23,2417,121,3,7,25176
2018-01-12,23307,20,2603,131,0,7,26068
2018-01-13,27044,28,1270,220,1,3,28566
2018-01-14,19858,28,364,211,1,8,20470
2018-01-15,16889,21,1781,139,3,7,18840
2018-01-16,18610,25,2173,136,0,5,20949
2018-01-17,19641,25,2571,151,2,7,22397
2018-01-18,19933,32,3005,132,1,7,23110
2018-01-19,21999,27,2865,147,2,7,25047
2018-01-20,23231,23,1525,198,1,3,24981
2018-01-21,19197,20,469,190,0,8,19884
2018-01-22,19520,28,2255,167,1,9,21980
2018-01-23,17705,25,2460,137,1,6,20334
2018-01-24,18215,24,2989,132,2,7,21369
2018-01-25,19784,28,2936,152,3,9,22912
2018-01-26,21443,28,3444,171,1,8,25095
2018-01-27,22336,24,1493,196,1,3,24053
2018-01-28,20268,24,477,194,0,8,20971
2018-01-29,18792,26,2330,151,1,7,21307
2018-01-30,19210,26,2839,146,1,6,22228
2018-01-31,19110,26,2573,134,4,8,21855
2018-02-01,20430,24,3274,148,0,8,23884
2018-02-02,21036,23,2553,160,1,7,23780
2018-02-03,17381,26,1304,223,2,3,18939
2018-02-04,17968,16,482,253,1,7,18727
2018-02-05,18038,24,2426,137,1,7,20633
2018-02-06,17880,23,2338,139,3,7,20390
2018-02-07,16218,32,2461,120,3,7,18841
2018-02-08,18490,28,2164,169,0,7,20858
2018-02-09,21627,29,2953,173,3,7,24792
2018-02-10,23007,25,1582,238,2,3,24857
2018-02-11,19979,21,634,267,1,8,20910
2018-02-12,18681,21,2240,196,2,7,21147
2018-02-13,16726,24,2294,138,0,7,19189
2018-02-14,19979,17,2735,143,3,8,22885
2018-02-15,19500,28,2243,147,1,5,21924
2018-02-16,21477,24,2395,184,3,8,24091
2018-02-17,24107,25,1506,214,3,4,25859
2018-02-18,19303,21,402,245,1,7,19979
2018-02-19,19666,18,2232,164,1,9,22090
2018-02-20,18052,26,2949,181,0,6,21214
2018-02-21,18706,26,2206,136,2,7,21083
2018-02-22,16717,27,2222,150,0,7,19123
2018-02-23,19309,19,2555,176,0,9,22068
2018-02-24,20417,24,1463,226,1,3,22134
2018-02-25,14715,22,382,203,0,7,15329
2018-02-26,14131,19,1949,161,1,7,16268
2018-02-27,10809,22,1451,140,1,5,12428
2018-02-28,15087,21,2068,155,1,7,17339
2018-03-01,14648,21,2471,140,1,7,17288
2018-03-02,17518,19,1951,171,4,7,19670
2018-03-03,18448,21,1430,208,1,3,20111
2018-03-04,16633,20,417,242,2,7,17321
2018-03-05,18454,27,2464,173,2,7,21127
2018-03-06,17964,22,2273,134,2,8,20403
2018-03-07,19001,24,2053,158,5,7,21248
2018-03-08,20981,25,2723,177,5,6,23917
2018-03-09,23394,21,3447,202,2,8,27074
2018-03-10,24047,21,1660,229,5,3,25965
2018-03-11,21043,23,603,292,1,9,21971
2018-03-12,19892,22,2151,201,0,7,22273
2018-03-13,18510,26,2862,174,1,7,21580
2018-03-14,19591,24,2861,163,5,8,22652
2018-03-15,21455,24,2690,208,2,7,24386
2018-03-16,24876,25,3129,212,1,8,28251
2018-03-17,24736,27,1808,273,2,3,26849
2018-03-18,19287,21,455,267,0,8,20038
2018-03-19,18726,19,2294,236,1,8,21284
2018-03-20,19128,24,2941,170,4,7,22274
2018-03-21,18237,26,2910,157,1,6,21337
2018-03-22,20332,15,2506,168,0,7,23028
2018-03-23,21314,24,2831,184,3,8,24364
2018-03-24,25934,27,1733,261,1,3,27959
2018-03-25,20862,22,472,290,0,10,21656
2018-03-26,21536,24,2546,197,4,10,24317
2018-03-27,20891,27,2989,225,14,8,24154
2018-03-28,22727,22,3155,260,3,11,26178
2018-03-29,25635,23,3935,197,7,16,29813
2018-03-30,26846,24,2372,246,5,8,29501
2018-03-31,21748,20,919,244,1,7,22939
2018-04-01,16813,23,200,170,2,6,17214
2018-04-02,27915,18,580,208,1,8,28730
2018-04-03,24878,26,2475,214,9,7,27609
2018-04-04,23356,21,2897,211,3,13,26501
2018-04-05,25671,22,3191,248,3,7,29142
2018-04-06,24899,23,3530,228,4,8,28692
2018-04-07,24992,18,1556,300,8,10,26884
2018-04-08,23750,22,539,360,4,5,24680
2018-04-09,21643,19,2560,247,1,9,24479
2018-04-10,22081,26,2988,212,7,6,25320
2018-04-11,20590,26,2937,189,14,7,23763
2018-04-12,23174,26,3190,262,9,5,26666
2018-04-13,23958,25,3499,213,6,10,27711
2018-04-14,25890,19,1711,284,5,8,27917
2018-04-15,24400,21,565,286,4,8,25284
2018-04-16,22318,30,2477,302,5,10,25142
2018-04-17,21750,26,2882,250,8,9,24925
2018-04-18,22325,22,3424,183,5,8,25967
2018-04-19,21740,28,3007,248,5,9,25037
2018-04-20,24537,28,3539,353,5,9,28471
2018-04-21,27876,20,1745,384,1,9,30035
2018-04-22,25078,21,567,361,17,8,26052
2018-04-23,22625,25,2884,278,6,9,25827
2018-04-24,22473,28,3254,275,5,8,26043
2018-04-25,23914,23,2942,314,3,8,27204
2018-04-26,25615,23,3452,258,10,9,29367
2018-04-27,26376,24,2759,353,8,10,29530
2018-04-28,24728,26,1811,358,4,9,26936
2018-04-29,26601,18,588,322,3,11,27543
2018-04-30,28030,27,2374,321,7,13,30772
2018-05-01,22860,22,726,354,5,8,23975
2018-05-02,20859,25,1600,342,13,9,22848
2018-05-03,24314,22,2940,325,12,14,27627
2018-05-04,26033,23,3810,322,28,13,30229
2018-05-05,27251,20,1882,327,5,17,29502
2018-05-06,24226,26,546,394,5,16,25213
2018-05-07,23510,29,2590,320,0,13,26462
2018-05-08,22827,25,2911,282,8,14,26067
2018-05-09,23222,24,3157,292,10,10,26715
2018-05-10,28867,25,3188,311,9,14,32414
2018-05-11,25904,24,3248,307,5,13,29501
2018-05-12,28140,22,1714,436,8,18,30338
2018-05-13,24431,23,567,387,6,9,25423
2018-05-14,23307,36,2763,249,3,17,26375
2018-05-15,23386,24,2755,283,5,15,26468
2018-05-16,23482,21,3415,277,10,15,27220
2018-05-17,24837,26,3282,340,13,8,28506
2018-05-18,24410,28,3227,323,7,16,28011
2018-05-19,28506,26,1941,385,3,18,30879
2018-05-20,26449,21,545,413,16,15,27459
2018-05-21,26182,24,2238,276,13,14,28747
2018-05-22,22602,23,3167,402,9,10,26213
2018-05-23,21755,24,2884,287,5,19,24974
2018-05-24,25396,22,3551,268,9,16,29262
2018-05-25,26159,21,3454,338,8,16,29996
2018-05-26,25440,26,1539,405,6,19,27435
2018-05-27,25177,19,588,406,2,19,26211
2018-05-28,23914,20,2560,330,7,21,26852
2018-05-29,23301,23,3093,304,13,17,26751
2018-05-30,23905,27,2990,325,7,16,27270
2018-05-31,29283,17,1988,372,12,17,31689
2018-06-01,27301,23,3336,310,15,15,31000
2018-06-02,27328,23,1563,395,6,17,29332
2018-06-03,23903,25,588,404,2,10,24932
2018-06-04,23455,23,2196,335,12,16,26037
2018-06-05,21805,22,3001,305,9,14,25156
2018-06-06,22578,23,2558,298,8,17,25482
2018-06-07,23689,30,3169,290,17,10,27205
2018-06-08,25969,22,3151,336,10,20,29508
2018-06-09,26979,20,2035,348,2,20,29404
2018-06-10,24083,20,567,365,10,22,25067
2018-06-11,24899,25,2790,370,7,19,28110
2018-06-12,22748,24,2623,289,5,18,25707
2018-06-13,24722,25,2938,290,10,10,27995
2018-06-14,25880,23,2920,360,13,14,29210
2018-06-15,29610,26,3408,338,12,17,33411
2018-06-16,26479,24,1599,383,4,18,28507
2018-06-17,24802,19,629,370,7,17,25844
2018-06-18,25246,26,2542,370,8,13,28205
2018-06-19,24017,27,3299,304,9,17,27673
2018-06-20,23742,29,2940,314,8,17,27050
2018-06-21,25519,25,3489,346,16,14,29409
2018-06-22,30122,19,2275,366,5,12,32799
2018-06-23,29222,27,2133,347,10,21,31760
2018-06-24,27007,16,503,389,11,11,27937
2018-06-25,33895,25,1422,425,6,20,35793
2018-06-26,23928,27,2598,326,11,16,26906
2018-06-27,23354,28,3020,295,13,11,26721
2018-06-28,23996,24,3256,311,10,12,27609
2018-06-29,28462,19,3468,304,15,22,32290
2018-06-30,29210,24,1387,333,13,23,30990
2018-07-01,26120,19,567,423,6,19,27154
2018-07-02,24285,26,2575,283,11,13,27193
2018-07-03,23019,25,2884,272,10,16,26226
2018-07-04,22949,33,2514,290,15,12,25813
2018-07-05,24532,30,2686,267,9,18,27542
2018-07-06,25837,22,3385,300,13,16,29573
2018-07-07,27519,24,1561,294,12,22,29432
2018-07-08,24399,18,560,330,6,18,25331
2018-07-09,24509,27,2378,294,10,18,27236
2018-07-10,23421,20,2712,252,11,12,26428
2018-07-11,23717,25,2905,234,11,17,26909
2018-07-12,24093,27,2534,302,15,15,26986
2018-07-13,25690,21,3275,275,10,17,29288
2018-07-14,31801,23,1547,340,10,21,33742
2018-07-15,24731,24,438,247,6,17,25463
2018-07-16,23659,25,3432,265,10,20,27411
2018-07-17,24411,18,2755,274,6,14,27478
2018-07-18,24167,23,2582,255,13,11,27051
2018-07-19,24888,27,3021,253,11,18,28218
2018-07-20,28994,25,2740,268,11,18,32056
2018-07-21,31430,20,1416,338,11,22,33237
2018-07-22,27800,22,532,261,13,13,28641
2018-07-23,27769,24,2378,266,10,21,30468
2018-07-24,24214,26,2633,224,7,17,27121
2018-07-25,24645,30,2507,270,5,19,27476
2018-07-26,26199,23,2720,284,14,9,29249
2018-07-27,27430,26,3081,242,16,43,30838
2018-07-28,29305,21,1255,1827,9,22,32439
2018-07-29,27773,22,577,315,10,16,28713
2018-07-30,28709,27,2250,291,6,9,31292
2018-07-31,25428,24,2656,298,18,14,28438
2018-08-01,24720,26,2564,240,10,18,27578
2018-08-02,26739,23,2997,248,10,10,30027
2018-08-03,20405,24,1864,246,8,21,22568
2018-08-04,29536,20,1512,314,12,21,31415
2018-08-05,26374,22,501,326,9,16,27248
2018-08-06,26953,35,2535,266,12,20,29821
2018-08-07,26222,22,2147,248,12,12,28663
2018-08-08,23240,25,2752,226,19,16,26278
2018-08-09,24176,20,2469,313,13,17,27008
2018-08-10,24728,25,2686,271,12,19,27741
2018-08-11,28268,22,1234,254,12,19,29809
2018-08-12,25002,23,497,255,7,19,25803
2018-08-13,26264,23,2366,255,8,15,28931
2018-08-14,26023,30,2367,253,8,17,28698
2018-08-15,31364,22,948,293,14,15,32656
2018-08-16,28142,23,2546,297,9,9,31026
2018-08-17,25542,24,2228,264,15,23,28096
2018-08-18,27787,31,1186,308,26,23,29361
2018-08-19,32409,18,482,372,9,10,33300
2018-08-20,24162,24,1741,240,8,14,26189
2018-08-21,24401,25,2502,249,12,17,27206
2018-08-22,23243,27,2779,240,12,19,26320
2018-08-23,26207,20,2472,256,13,15,28983
2018-08-24,25379,24,2764,246,19,13,28445
2018-08-25,26579,22,1136,326,14,20,28097
2018-08-26,23990,27,515,336,5,17,24890
2018-08-27,26427,23,2147,250,6,15,28868
2018-08-28,22391,27,2974,226,8,17,25643
2018-08-29,22252,27,2715,244,8,17,25263
2018-08-30,23185,26,2948,241,14,11,26425
2018-08-31,25801,26,3039,294,11,18,29189
2018-09-01,25961,21,1445,328,7,16,27778
2018-09-02,24808,16,592,333,3,18,25770
2018-09-03,24117,26,2433,255,5,16,26852
2018-09-04,23086,25,2873,251,39,16,26290
2018-09-05,23118,22,3273,234,8,12,26667
2018-09-06,24533,32,2853,256,16,17,27707
2018-09-07,23967,27,3118,249,7,16,27384
2018-09-08,29256,26,1578,304,8,16,31188
2018-09-09,25665,19,583,320,7,9,26603
2018-09-10,22951,34,2454,301,8,16,25764
2018-09-11,21734,29,2660,319,18,15,24775
2018-09-12,22254,25,2827,264,8,19,25397
2018-09-13,23754,25,3088,253,13,11,27144
2018-09-14,24899,17,2986,283,31,18,28234
2018-09-15,27142,20,1726,328,6,20,29242
2018-09-16,26227,22,558,346,7,12,27172
2018-09-17,23679,24,2512,286,10,14,26525
2018-09-18,22224,24,2895,257,12,17,25429
2018-09-19,28037,18,2835,296,11,16,31213
2018-09-20,26237,26,3175,280,15,14,29747
2018-09-21,29067,23,3462,259,25,13,32849
2018-09-22,27758,15,2063,414,13,20,30283
2018-09-23,23954,17,606,462,3,15,25057
2018-09-24,33597,61,3133,437,4,97,37329
2018-09-25,21879,27,2870,266,3,11,25056
2018-09-26,21969,29,2270,262,20,20,24570
2018-09-27,23384,27,2953,286,22,18,26690
2018-09-28,25054,18,3224,281,16,16,28609
2018-09-29,25807,27,1780,289,7,20,27930
2018-09-30,23927,23,566,395,4,18,24933
2018-10-01,22383,36,2629,308,4,17,25377
2018-10-02,21764,24,2658,254,7,14,24721
2018-10-03,22768,23,3030,271,6,17,26115
2018-10-04,22826,26,3309,300,14,19,26494
2018-10-05,25032,23,3532,355,15,15,28972
2018-10-06,25472,26,1466,291,3,17,27275
2018-10-07,23339,20,447,365,3,18,24192
2018-10-08,37224,19,1613,481,3,15,39355
2018-10-09,20811,23,2864,277,7,12,23994
2018-10-10,22258,25,2844,260,8,15,25410
2018-10-11,22994,25,3280,258,8,16,26581
2018-10-12,24294,24,3240,249,11,15,27833
2018-10-13,25504,24,1718,338,4,16,27604
2018-10-14,24315,23,528,395,18,19,25298
2018-10-15,22160,21,2480,255,23,12,24951
2018-10-16,18707,28,2221,269,6,8,21239
2018-10-17,24024,23,2904,241,1,11,27204
2018-10-18,23211,32,3095,280,6,10,26634
2018-10-19,23454,26,3414,274,4,15,27187
2018-10-20,25851,18,1371,355,6,15,27616
2018-10-21,24513,14,563,448,3,7,25548
2018-10-22,21214,18,2600,281,2,10,24125
2018-10-23,20693,27,2541,226,9,8,23504
2018-10-24,20486,23,2731,245,19,11,23515
2018-10-25,22078,30,2891,258,16,10,25283
2018-10-26,25039,25,3304,361,7,8,28744
2018-10-27,24646,25,1816,295,2,13,26797
2018-10-28,22647,16,522,313,2,11,23511
2018-10-29,20073,27,2394,220,1,8,22723
2018-10-30,22652,23,3315,202,0,6,26198
2018-10-31,25319,27,2585,200,5,8,28144
2018-11-01,25459,21,1020,214,3,7,26724
2018-11-02,27885,29,2599,200,6,7,30726
2018-11-03,26541,19,1266,255,3,5,28089
2018-11-04,24822,19,569,286,1,10,25707
2018-11-05,20978,23,2466,220,1,8,23696
2018-11-06,19717,25,2962,207,4,5,22920
2018-11-07,20347,20,2849,182,4,6,23408
2018-11-08,21248,21,2953,160,2,8,24392
2018-11-09,21944,24,2979,214,3,9,25173
2018-11-10,24997,22,1851,262,3,5,27140
2018-11-11,21708,18,636,336,0,8,22706
2018-11-12,20542,26,2340,182,1,7,23098
2018-11-13,19810,28,2805,188,3,8,22842
2018-11-14,20480,22,3180,191,4,6,23883
2018-11-15,21219,24,2968,197,6,8,24422
2018-11-16,23403,22,3186,169,2,9,26791
2018-11-17,23218,18,1510,250,1,6,25003
2018-11-18,20020,12,544,265,1,8,20850
2018-11-19,20204,24,2210,220,1,8,22667
2018-11-20,18098,17,2671,152,0,7,20945
2018-11-21,18400,24,2021,170,1,8,20624
2018-11-22,20984,27,3210,200,1,8,24430
2018-11-23,23200,23,3165,189,3,8,26588
2018-11-24,22174,23,1554,264,2,4,24021
2018-11-25,19315,19,525,265,1,8,20133
2018-11-26,19199,22,2439,170,1,8,21839
2018-11-27,18388,23,2851,162,1,6,21431
2018-11-28,18430,21,2879,158,1,7,21496
2018-11-29,17581,24,2767,176,1,8,20557
2018-11-30,21195,24,3098,172,3,9,24501
2018-12-01,21154,23,1442,294,2,4,22919
2018-12-02,18442,21,553,314,2,8,19340
2018-12-03,17836,25,2378,156,1,8,20404
2018-12-04,18967,23,2750,154,2,5,21901
2018-12-05,19135,24,2580,170,4,6,21919
2018-12-06,19462,26,3053,166,4,10,22721
2018-12-07,20993,23,2945,189,5,8,24163
2018-12-08,21884,22,1366,350,2,5,23629
2018-12-09,19216,22,513,336,1,7,20095
2018-12-10,20232,26,2785,181,3,8,23235
2018-12-11,19957,26,2993,164,0,5,23145
2018-12-12,20446,23,2754,161,5,6,23395
2018-12-13,21017,23,3160,174,2,7,24383
2018-12-14,19694,21,3205,176,1,7,23104
2018-12-15,18117,17,1279,328,1,4,19746
2018-12-16,18016,17,486,322,0,8,18849
2018-12-17,20494,23,2455,141,3,7,23123
2018-12-18,21237,21,2709,124,2,9,24102
2018-12-19,21784,20,2583,150,1,2,24540
2018-12-20,23983,24,3030,173,3,8,27221
2018-12-21,27454,19,3048,144,3,9,30677
2018-12-22,30913,19,1469,288,3,4,32696
2018-12-23,20440,16,372,242,1,9,21080
2018-12-24,18087,22,917,132,2,7,19167
2018-12-25,12266,12,191,70,0,0,12539
2018-12-26,20763,15,489,122,0,4,21393
2018-12-27,23345,20,1304,156,0,8,24833
2018-12-28,23731,19,1600,174,1,9,25534
2018-12-29,25422,23,1004,228,2,5,26684
2018-12-30,20655,19,351,203,3,7,21238
2018-12-31,16848,19,557,143,1,7,17575
2019-01-01,13559,13,227,220,0,1,14020
2019-01-02,21352,19,791,246,0,6,22414
2019-01-03,21114,19,1498,200,0,9,22840
2019-01-04,21060,21,1497,135,0,8,22721
2019-01-05,20836,19,837,189,3,4,21888
2019-01-06,18237,16,508,206,2,7,18976
2019-01-07,17249,24,1668,196,2,8,19147
2019-01-08,18334,16,2159,143,1,5,20658
2019-01-09,15988,23,2152,137,2,6,18308
2019-01-10,19597,17,2364,157,0,5,22140
2019-01-11,21387,25,2650,141,1,8,24212
2019-01-12,26365,27,1212,200,2,4,27810
2019-01-13,18612,20,494,256,0,9,19391
2019-01-14,16408,26,2786,150,3,6,19379
2019-01-15,18848,21,2600,135,2,5,21611
2019-01-16,18205,27,2260,129,3,6,20630
2019-01-17,19694,26,2937,165,4,8,22834
2019-01-18,20209,23,2661,140,1,8,23042
2019-01-19,20411,13,1457,204,1,4,22090
2019-01-20,18139,18,462,192,3,8,18822
2019-01-21,17184,29,2237,149,1,8,19608
2019-01-22,19092,18,2834,119,12,11,22086
2019-01-23,15381,24,2502,141,4,7,18059
2019-01-24,15804,14,2733,137,0,9,18697
2019-01-25,18297,25,2706,176,2,7,21213
2019-01-26,19748,22,1438,226,3,4,21441
2019-01-27,17274,18,453,190,0,8,17943
2019-01-28,17391,25,2273,164,1,8,19862
2019-01-29,16489,26,2636,144,0,6,19301
2019-01-30,18320,21,2871,146,2,6,21366
2019-01-31,19223,25,2921,150,3,8,22330
2019-02-01,21657,23,2550,178,1,6,24415
2019-02-02,21744,23,1465,215,1,4,23452
2019-02-03,17928,17,462,224,2,4,18637
2019-02-04,18373,28,2461,161,0,8,21031
2019-02-05,17559,26,2209,151,2,5,19952
2019-02-06,18707,28,2643,165,2,5,21550
2019-02-07,20348,26,2680,171,1,6,23232
2019-02-08,21279,27,2297,164,5,8,23780
2019-02-09,23171,20,1797,220,3,4,25215
2019-02-10,19937,22,529,238,5,8,20739
2019-02-11,19538,24,2490,189,0,7,22248
2019-02-12,18258,26,2632,183,3,7,21109
2019-02-13,18971,26,2967,179,1,6,22150
2019-02-14,21493,30,2860,169,2,9,24563
2019-02-15,23018,20,2938,187,2,8,26173
2019-02-16,24340,19,1476,236,2,4,26077
2019-02-17,21702,22,527,262,1,7,22521
2019-02-18,19979,28,2427,158,3,9,22604
2019-02-19,18362,24,2566,157,4,4,21117
2019-02-20,19481,24,2736,143,4,7,22395
2019-02-21,19682,25,2672,159,1,8,22547
2019-02-22,19456,16,3004,138,3,7,22624
2019-02-23,22334,25,1476,237,1,4,24077
2019-02-24,19727,21,571,222,2,8,20551
2019-02-25,18092,26,2506,187,2,8,20821
2019-02-26,18652,25,2601,143,2,6,21429
2019-02-27,19464,27,2786,163,3,6,22449
2019-02-28,21165,23,3128,165,5,8,24494
2019-03-01,22677,25,2859,201,3,8,25773
2019-03-02,23660,25,1688,235,2,4,25614
2019-03-03,21156,19,536,252,1,8,21972
2019-03-04,19737,25,2617,188,3,7,22577
2019-03-05,19864,31,3012,185,7,6,23105
2019-03-06,19507,27,2798,169,2,6,22509
2019-03-07,21259,27,2879,180,3,8,24356
2019-03-08,23597,24,3388,171,1,7,27188
2019-03-09,25730,27,1585,246,1,4,27593
2019-03-10,21930,17,589,297,0,6,22839
2019-03-11,20628,23,2551,187,4,10,23403
2019-03-12,19358,25,3190,211,3,7,22794
2019-03-13,19662,24,3035,191,3,6,22921
2019-03-14,20833,20,3401,161,3,8,24426
2019-03-15,24912,27,2946,183,8,8,28084
2019-03-16,25598,23,1755,249,7,4,27636
2019-03-17,22593,25,775,291,4,7,23695
2019-03-18,20248,26,2741,199,2,7,23223
2019-03-19,20765,28,2806,183,1,6,23789
2019-03-20,20618,27,3084,198,3,9,23939
2019-03-21,20848,29,2782,203,3,5,23870
2019-03-22,23981,27,3640,269,3,8,27928
2019-03-23,24689,20,1719,247,3,4,26682
2019-03-24,23236,22,615,245,2,11,24131
2019-03-25,20899,24,2560,207,4,9,23703
2019-03-26,18778,29,2930,176,1,7,21921
2019-03-27,20042,21,2724,201,4,7,22999
2019-03-28,20590,25,3395,222,3,7,24242
2019-03-29,23671,20,3349,226,5,8,27279
2019-03-30,23814,16,1699,278,6,4,25817
2019-03-31,22185,19,533,292,3,8,23040
2019-04-01,20773,27,2773,196,5,11,23785
2019-04-02,19865,30,2998,194,6,8,23101
2019-04-03,20932,29,3300,204,6,8,24479
2019-04-04,21903,23,2876,219,7,8,25036
2019-04-05,23685,28,3365,221,7,6,27312
2019-04-06,26291,22,1817,291,4,7,28432
2019-04-07,21788,22,671,329,3,8,22821
2019-04-08,20867,27,2387,250,5,10,23546
2019-04-09,20356,26,2774,227,4,7,23394
2019-04-10,22670,26,3067,197,5,8,25973
2019-04-11,23704,23,2896,264,8,10,26905
2019-04-12,24857,19,3050,271,6,12,28215
2019-04-13,26396,20,1718,363,4,5,28506
2019-04-14,23442,23,659,470,15,10,24619
2019-04-15,24545,27,2703,287,5,12,27579
2019-04-16,23994,26,2936,274,27,11,27268
2019-04-17,24439,24,3466,362,9,11,28311
2019-04-18,31034,31,4050,308,5,8,35436
2019-04-19,30196,25,2285,318,7,11,32842
2019-04-20,24328,24,1021,266,3,11,25653
2019-04-21,18141,21,270,228,5,15,18680
2019-04-22,29621,19,763,314,1,12,30730
2019-04-23,25585,22,2636,241,4,12,28500
2019-04-24,23847,23,3016,253,3,15,27157
2019-04-25,25625,24,3127,288,5,15,29084
2019-04-26,26721,22,3095,254,9,15,30116
2019-04-27,27339,31,1550,404,5,16,29345
2019-04-28,24033,14,628,392,1,18,25086
2019-04-29,23027,25,2779,302,5,17,26155
2019-04-30,26156,26,3396,334,7,12,29931
2019-05-01,19041,20,712,341,4,13,20131
2019-05-02,22385,23,1780,253,18,16,24475
2019-05-03,25335,22,3057,364,18,16,28812
2019-05-04,26686,13,1472,353,7,17,28548
2019-05-05,22347,17,583,407,4,16,23374
2019-05-06,24710,24,2307,285,3,16,27345
2019-05-07,22461,23,2876,296,5,14,25675
2019-05-08,22925,23,2602,342,9,11,25912
2019-05-09,24317,25,3612,336,15,33,28338
2019-05-10,27000,20,3248,308,10,16,30602
2019-05-11,26521,15,1623,364,9,18,28550
2019-05-12,23128,22,516,332,0,9,24007
2019-05-13,22310,21,2614,297,2,18,25262
2019-05-14,21935,22,2918,343,10,13,25241
2019-05-15,23104,24,3181,300,12,12,26633
2019-05-16,23626,28,3248,313,8,10,27233
2019-05-17,25505,22,3477,328,15,16,29363
2019-05-18,25823,20,1496,446,4,17,27806
2019-05-19,23368,19,606,418,8,19,24438
2019-05-20,22985,24,2478,347,14,18,25866
2019-05-21,22595,25,2865,294,9,15,25803
2019-05-22,22033,19,2680,358,12,15,25117
2019-05-23,22862,16,2959,303,11,11,26162
2019-05-24,25856,17,3345,364,18,13,29613
2019-05-25,27088,21,1593,345,9,18,29074
2019-05-26,22668,19,566,436,8,15,23712
2019-05-27,22705,26,2572,301,5,14,25623
2019-05-28,22525,17,2625,320,10,9,25506
2019-05-29,23221,24,3010,266,9,17,26547
